"","Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
"25832",187,3,"2015-07-08",5246,637,1,0,"0",0
"25845",200,3,"2015-07-08",6577,823,1,0,"0",1
"25852",207,3,"2015-07-08",10047,1200,1,0,"0",0
"25893",248,3,"2015-07-08",7178,1020,1,0,"0",0
"25909",264,3,"2015-07-08",5861,787,1,0,"0",0
"26092",447,3,"2015-07-08",4965,589,1,0,"0",0
"26133",488,3,"2015-07-08",3462,356,1,0,"0",0
"26164",519,3,"2015-07-08",4296,456,1,0,"0",0
"26254",609,3,"2015-07-08",4759,529,1,0,"0",0
"26256",611,3,"2015-07-08",5578,454,1,0,"0",0
"26284",639,3,"2015-07-08",4221,433,1,0,"0",1
"26428",783,3,"2015-07-08",6459,676,1,0,"0",0
"26484",839,3,"2015-07-08",3317,502,1,0,"0",0
"26569",924,3,"2015-07-08",4359,387,1,0,"0",1
"26584",939,3,"2015-07-08",4626,447,1,0,"0",1
"26693",1048,3,"2015-07-08",5879,493,1,0,"0",0
"26694",1049,3,"2015-07-08",3103,548,1,0,"0",0
"26719",1074,3,"2015-07-08",4471,450,1,0,"0",0
"26843",83,2,"2015-07-07",3141,273,1,0,"0",1
"26904",144,2,"2015-07-07",6066,609,1,0,"0",0
"26947",187,2,"2015-07-07",6425,853,1,0,"0",0
"26960",200,2,"2015-07-07",6632,852,1,0,"0",1
"26967",207,2,"2015-07-07",9452,1189,1,0,"0",0
"27008",248,2,"2015-07-07",7335,1063,1,0,"0",0
"27024",264,2,"2015-07-07",4949,736,1,0,"0",0
"27207",447,2,"2015-07-07",4692,563,1,0,"0",0
"27248",488,2,"2015-07-07",3095,337,1,0,"0",0
"27279",519,2,"2015-07-07",3881,433,1,0,"0",0
"27369",609,2,"2015-07-07",4471,526,1,0,"0",0
"27371",611,2,"2015-07-07",5246,442,1,0,"0",0
"27399",639,2,"2015-07-07",3642,395,1,0,"0",1
"27543",783,2,"2015-07-07",5711,573,1,0,"0",0
"27599",839,2,"2015-07-07",3167,454,1,0,"0",0
"27684",924,2,"2015-07-07",4621,409,1,0,"0",1
"27699",939,2,"2015-07-07",5115,470,1,0,"0",1
"27808",1048,2,"2015-07-07",6526,509,1,0,"0",0
"27809",1049,2,"2015-07-07",3221,598,1,0,"0",0
"27834",1074,2,"2015-07-07",3090,351,1,0,"0",0
"27958",83,1,"2015-07-06",3714,338,1,0,"0",1
"28019",144,1,"2015-07-06",6748,673,1,0,"0",0
"28062",187,1,"2015-07-06",6418,796,1,0,"0",0
"28075",200,1,"2015-07-06",9148,1095,1,0,"0",1
"28082",207,1,"2015-07-06",11033,1332,1,0,"0",0
"28123",248,1,"2015-07-06",8000,1102,1,0,"0",0
"28139",264,1,"2015-07-06",6360,826,1,0,"0",0
"28322",447,1,"2015-07-06",6765,738,1,0,"0",0
"28363",488,1,"2015-07-06",3711,424,1,0,"0",0
"28394",519,1,"2015-07-06",4551,530,1,0,"0",0
"28484",609,1,"2015-07-06",5346,573,1,0,"0",0
"28486",611,1,"2015-07-06",5715,485,1,0,"0",0
"28514",639,1,"2015-07-06",4472,443,1,0,"0",1
"28658",783,1,"2015-07-06",6464,666,1,0,"0",0
"28714",839,1,"2015-07-06",3493,499,1,0,"0",0
"28799",924,1,"2015-07-06",3533,367,1,0,"0",1
"28814",939,1,"2015-07-06",5451,503,1,0,"0",1
"28923",1048,1,"2015-07-06",6971,550,1,0,"0",0
"28924",1049,1,"2015-07-06",3311,598,1,0,"0",0
"28949",1074,1,"2015-07-06",4140,470,1,0,"0",0
"29073",83,7,"2015-07-05",0,0,0,0,"0",0
"29134",144,7,"2015-07-05",0,0,0,0,"0",0
"29177",187,7,"2015-07-05",0,0,0,0,"0",0
"29190",200,7,"2015-07-05",0,0,0,0,"0",0
"29197",207,7,"2015-07-05",0,0,0,0,"0",0
"29238",248,7,"2015-07-05",0,0,0,0,"0",0
"29254",264,7,"2015-07-05",0,0,0,0,"0",0
"29437",447,7,"2015-07-05",0,0,0,0,"0",0
"29478",488,7,"2015-07-05",0,0,0,0,"0",0
"29509",519,7,"2015-07-05",0,0,0,0,"0",0
"29599",609,7,"2015-07-05",0,0,0,0,"0",0
"29601",611,7,"2015-07-05",0,0,0,0,"0",0
"29629",639,7,"2015-07-05",0,0,0,0,"0",0
"29773",783,7,"2015-07-05",0,0,0,0,"0",0
"29829",839,7,"2015-07-05",0,0,0,0,"0",0
"29914",924,7,"2015-07-05",0,0,0,0,"0",0
"29929",939,7,"2015-07-05",0,0,0,0,"0",0
"30038",1048,7,"2015-07-05",0,0,0,0,"0",0
"30039",1049,7,"2015-07-05",0,0,0,0,"0",0
"30064",1074,7,"2015-07-05",0,0,0,0,"0",0
"30188",83,6,"2015-07-04",3455,301,1,0,"0",0
"30249",144,6,"2015-07-04",5952,571,1,0,"0",0
"30292",187,6,"2015-07-04",4085,515,1,0,"0",0
"30305",200,6,"2015-07-04",6123,745,1,0,"0",0
"30312",207,6,"2015-07-04",8194,920,1,0,"0",0
"30353",248,6,"2015-07-04",6269,938,1,0,"0",0
"30369",264,6,"2015-07-04",4540,672,1,0,"0",0
"30552",447,6,"2015-07-04",5441,636,1,0,"0",0
"30593",488,6,"2015-07-04",4125,400,1,0,"0",0
"30624",519,6,"2015-07-04",4611,486,1,0,"0",0
"30714",609,6,"2015-07-04",3305,344,1,0,"0",0
"30716",611,6,"2015-07-04",4883,418,1,0,"0",0
"30744",639,6,"2015-07-04",2571,286,1,0,"0",0
"30888",783,6,"2015-07-04",6222,585,1,0,"0",0
"30944",839,6,"2015-07-04",1962,273,1,0,"0",0
"31029",924,6,"2015-07-04",2858,238,1,0,"0",0
"31044",939,6,"2015-07-04",5160,533,1,0,"0",0
"31153",1048,6,"2015-07-04",5276,463,1,0,"0",0
"31154",1049,6,"2015-07-04",2978,496,1,0,"0",0
"31179",1074,6,"2015-07-04",3676,433,1,0,"0",0
"31303",83,5,"2015-07-03",4533,383,1,1,"0",1
"31364",144,5,"2015-07-03",8302,752,1,1,"0",0
"31407",187,5,"2015-07-03",8224,897,1,1,"0",0
"31420",200,5,"2015-07-03",8462,1005,1,1,"0",1
"31427",207,5,"2015-07-03",12775,1339,1,1,"0",0
"31468",248,5,"2015-07-03",7481,1066,1,1,"0",0
"31484",264,5,"2015-07-03",7366,898,1,1,"0",0
"31667",447,5,"2015-07-03",6505,709,1,1,"0",0
"31708",488,5,"2015-07-03",4748,426,1,1,"0",0
"31739",519,5,"2015-07-03",4965,496,1,1,"0",0
"31829",609,5,"2015-07-03",6088,626,1,1,"0",0
"31831",611,5,"2015-07-03",6141,500,1,1,"0",0
"31859",639,5,"2015-07-03",5047,507,1,1,"0",1
"32003",783,5,"2015-07-03",8041,728,1,1,"0",0
"32059",839,5,"2015-07-03",4349,537,1,1,"0",0
"32144",924,5,"2015-07-03",6155,471,1,1,"0",1
"32159",939,5,"2015-07-03",7099,651,1,1,"0",1
"32268",1048,5,"2015-07-03",8145,593,1,1,"0",0
"32269",1049,5,"2015-07-03",3953,640,1,1,"0",0
"32294",1074,5,"2015-07-03",4726,509,1,1,"0",0
"32418",83,4,"2015-07-02",4253,345,1,1,"0",1
"32479",144,4,"2015-07-02",8599,787,1,1,"0",0
"32522",187,4,"2015-07-02",6977,811,1,1,"0",0
"32535",200,4,"2015-07-02",8272,936,1,1,"0",1
"32542",207,4,"2015-07-02",13310,1459,1,1,"0",0
"32583",248,4,"2015-07-02",9105,1204,1,1,"0",0
"32599",264,4,"2015-07-02",7747,956,1,1,"0",0
"32782",447,4,"2015-07-02",5955,658,1,1,"0",0
"32823",488,4,"2015-07-02",3621,361,1,1,"0",0
"32854",519,4,"2015-07-02",4857,516,1,1,"0",0
"32944",609,4,"2015-07-02",5614,582,1,1,"0",0
"32946",611,4,"2015-07-02",5395,458,1,1,"0",0
"32974",639,4,"2015-07-02",4589,440,1,1,"0",1
"33118",783,4,"2015-07-02",7791,684,1,1,"0",0
"33174",839,4,"2015-07-02",4771,587,1,1,"0",0
"33259",924,4,"2015-07-02",5680,445,1,1,"0",1
"33274",939,4,"2015-07-02",5639,475,1,1,"0",1
"33383",1048,4,"2015-07-02",7702,566,1,1,"0",0
"33384",1049,4,"2015-07-02",3949,662,1,1,"0",0
"33409",1074,4,"2015-07-02",4750,469,1,1,"0",0
"33533",83,3,"2015-07-01",4698,362,1,1,"0",1
"33594",144,3,"2015-07-01",7632,669,1,1,"0",0
"33637",187,3,"2015-07-01",7574,798,1,1,"0",0
"33650",200,3,"2015-07-01",10130,1075,1,1,"0",1
"33657",207,3,"2015-07-01",14621,1534,1,1,"0",0
"33698",248,3,"2015-07-01",10165,1217,1,1,"0",0
"33714",264,3,"2015-07-01",8609,1024,1,1,"0",0
"33897",447,3,"2015-07-01",6751,720,1,1,"0",0
"33938",488,3,"2015-07-01",5052,449,1,1,"0",0
"33969",519,3,"2015-07-01",5554,542,1,1,"0",0
"34059",609,3,"2015-07-01",6577,623,1,1,"0",0
"34061",611,3,"2015-07-01",5994,481,1,1,"0",0
"34089",639,3,"2015-07-01",6480,555,1,1,"0",1
"34233",783,3,"2015-07-01",7125,643,1,1,"0",0
"34289",839,3,"2015-07-01",5116,622,1,1,"0",0
"34374",924,3,"2015-07-01",4845,429,1,1,"0",1
"34389",939,3,"2015-07-01",6722,563,1,1,"0",1
"34498",1048,3,"2015-07-01",7524,546,1,1,"0",0
"34499",1049,3,"2015-07-01",4291,693,1,1,"0",0
"34524",1074,3,"2015-07-01",4376,432,1,1,"0",0
"34648",83,2,"2015-06-30",5297,378,1,1,"0",1
"34709",144,2,"2015-06-30",8370,766,1,1,"0",0
"34752",187,2,"2015-06-30",9663,1019,1,1,"0",0
"34765",200,2,"2015-06-30",11865,1164,1,1,"0",1
"34772",207,2,"2015-06-30",17005,1564,1,1,"0",0
"34813",248,2,"2015-06-30",13314,1380,1,1,"0",0
"34829",264,2,"2015-06-30",11517,1209,1,1,"0",0
"35012",447,2,"2015-06-30",6983,725,1,1,"0",0
"35053",488,2,"2015-06-30",5122,454,1,1,"0",0
"35084",519,2,"2015-06-30",8373,652,1,1,"0",0
"35174",609,2,"2015-06-30",6356,632,1,1,"0",0
"35176",611,2,"2015-06-30",7192,528,1,1,"0",0
"35204",639,2,"2015-06-30",6276,554,1,1,"0",1
"35348",783,2,"2015-06-30",9270,752,1,1,"0",0
"35404",839,2,"2015-06-30",5601,606,1,1,"0",0
"35489",924,2,"2015-06-30",8142,603,1,1,"0",1
"35504",939,2,"2015-06-30",7919,576,1,1,"0",1
"35613",1048,2,"2015-06-30",14640,855,1,1,"0",0
"35614",1049,2,"2015-06-30",6869,838,1,1,"0",0
"35639",1074,2,"2015-06-30",7630,603,1,1,"0",0
"35763",83,1,"2015-06-29",5080,411,1,1,"0",1
"35824",144,1,"2015-06-29",9325,812,1,1,"0",0
"35867",187,1,"2015-06-29",9348,934,1,1,"0",0
"35880",200,1,"2015-06-29",10467,1107,1,1,"0",1
"35887",207,1,"2015-06-29",17866,1630,1,1,"0",0
"35928",248,1,"2015-06-29",11034,1245,1,1,"0",0
"35944",264,1,"2015-06-29",11000,1166,1,1,"0",0
"36127",447,1,"2015-06-29",7300,790,1,1,"0",0
"36168",488,1,"2015-06-29",5437,490,1,1,"0",0
"36199",519,1,"2015-06-29",8894,710,1,1,"0",0
"36289",609,1,"2015-06-29",7305,671,1,1,"0",0
"36291",611,1,"2015-06-29",8631,602,1,1,"0",0
"36319",639,1,"2015-06-29",6945,579,1,1,"0",1
"36463",783,1,"2015-06-29",9037,761,1,1,"0",0
"36519",839,1,"2015-06-29",6618,699,1,1,"0",0
"36604",924,1,"2015-06-29",7930,582,1,1,"0",1
"36619",939,1,"2015-06-29",9642,693,1,1,"0",1
"36728",1048,1,"2015-06-29",11638,733,1,1,"0",0
"36729",1049,1,"2015-06-29",6153,812,1,1,"0",0
"36754",1074,1,"2015-06-29",8319,651,1,1,"0",0
"36878",83,7,"2015-06-28",0,0,0,0,"0",0
"36939",144,7,"2015-06-28",0,0,0,0,"0",0
"36982",187,7,"2015-06-28",0,0,0,0,"0",0
"36995",200,7,"2015-06-28",0,0,0,0,"0",0
"37002",207,7,"2015-06-28",0,0,0,0,"0",0
"37043",248,7,"2015-06-28",0,0,0,0,"0",0
"37059",264,7,"2015-06-28",0,0,0,0,"0",0
"37242",447,7,"2015-06-28",0,0,0,0,"0",0
"37283",488,7,"2015-06-28",0,0,0,0,"0",0
"37314",519,7,"2015-06-28",0,0,0,0,"0",0
"37404",609,7,"2015-06-28",0,0,0,0,"0",0
"37406",611,7,"2015-06-28",0,0,0,0,"0",0
"37434",639,7,"2015-06-28",0,0,0,0,"0",0
"37578",783,7,"2015-06-28",0,0,0,0,"0",0
"37634",839,7,"2015-06-28",0,0,0,0,"0",0
"37719",924,7,"2015-06-28",0,0,0,0,"0",0
"37734",939,7,"2015-06-28",0,0,0,0,"0",0
"37843",1048,7,"2015-06-28",0,0,0,0,"0",0
"37844",1049,7,"2015-06-28",0,0,0,0,"0",0
"37869",1074,7,"2015-06-28",0,0,0,0,"0",0
"37993",83,6,"2015-06-27",3815,310,1,0,"0",0
"38054",144,6,"2015-06-27",6212,581,1,0,"0",0
"38097",187,6,"2015-06-27",4471,528,1,0,"0",0
"38110",200,6,"2015-06-27",6661,839,1,0,"0",0
"38117",207,6,"2015-06-27",8026,952,1,0,"0",0
"38158",248,6,"2015-06-27",6500,931,1,0,"0",0
"38174",264,6,"2015-06-27",4894,686,1,0,"0",0
"38357",447,6,"2015-06-27",5114,587,1,0,"0",0
"38398",488,6,"2015-06-27",3403,358,1,0,"0",0
"38429",519,6,"2015-06-27",5017,540,1,0,"0",0
"38519",609,6,"2015-06-27",2739,292,1,0,"0",0
"38521",611,6,"2015-06-27",6102,517,1,0,"0",0
"38549",639,6,"2015-06-27",2229,260,1,0,"0",0
"38693",783,6,"2015-06-27",5657,559,1,0,"0",0
"38749",839,6,"2015-06-27",2015,283,1,0,"0",0
"38834",924,6,"2015-06-27",3088,281,1,0,"0",0
"38849",939,6,"2015-06-27",6926,630,1,0,"0",0
"38958",1048,6,"2015-06-27",6714,535,1,0,"0",0
"38959",1049,6,"2015-06-27",2449,414,1,0,"0",0
"38984",1074,6,"2015-06-27",4767,491,1,0,"0",0
"39108",83,5,"2015-06-26",4092,355,1,0,"0",0
"39169",144,5,"2015-06-26",6439,654,1,0,"0",0
"39212",187,5,"2015-06-26",5200,748,1,0,"0",0
"39225",200,5,"2015-06-26",7355,906,1,0,"0",0
"39232",207,5,"2015-06-26",8810,1102,1,0,"0",0
"39273",248,5,"2015-06-26",6926,968,1,0,"0",0
"39289",264,5,"2015-06-26",4666,640,1,0,"0",0
"39472",447,5,"2015-06-26",4770,555,1,0,"0",0
"39513",488,5,"2015-06-26",3160,348,1,0,"0",0
"39544",519,5,"2015-06-26",4415,475,1,0,"0",0
"39634",609,5,"2015-06-26",4460,518,1,0,"0",0
"39636",611,5,"2015-06-26",5297,426,1,0,"0",0
"39664",639,5,"2015-06-26",4306,469,1,0,"0",0
"39808",783,5,"2015-06-26",7355,710,1,0,"0",0
"39864",839,5,"2015-06-26",3145,452,1,0,"0",0
"39949",924,5,"2015-06-26",3927,409,1,0,"0",0
"39964",939,5,"2015-06-26",5602,516,1,0,"0",0
"40073",1048,5,"2015-06-26",6396,505,1,0,"0",0
"40074",1049,5,"2015-06-26",3243,584,1,0,"0",0
"40099",1074,5,"2015-06-26",4044,464,1,0,"0",0
"40223",83,4,"2015-06-25",3173,327,1,0,"0",0
"40284",144,4,"2015-06-25",6736,668,1,0,"0",0
"40327",187,4,"2015-06-25",4732,637,1,0,"0",0
"40340",200,4,"2015-06-25",7067,911,1,0,"0",0
"40347",207,4,"2015-06-25",8509,1108,1,0,"0",0
"40388",248,4,"2015-06-25",6497,909,1,0,"0",0
"40404",264,4,"2015-06-25",4735,705,1,0,"0",0
"40587",447,4,"2015-06-25",4415,545,1,0,"0",0
"40628",488,4,"2015-06-25",3116,319,1,0,"0",0
"40659",519,4,"2015-06-25",3508,413,1,0,"0",0
"40749",609,4,"2015-06-25",4167,483,1,0,"0",0
"40751",611,4,"2015-06-25",5258,450,1,0,"0",0
"40779",639,4,"2015-06-25",4005,424,1,0,"0",0
"40923",783,4,"2015-06-25",6110,599,1,0,"0",0
"40979",839,4,"2015-06-25",2934,431,1,0,"0",0
"41064",924,4,"2015-06-25",3851,415,1,0,"0",0
"41079",939,4,"2015-06-25",3995,434,1,0,"0",0
"41188",1048,4,"2015-06-25",4864,444,1,0,"0",0
"41189",1049,4,"2015-06-25",3259,570,1,0,"0",0
"41214",1074,4,"2015-06-25",3283,370,1,0,"0",0
"41338",83,3,"2015-06-24",3824,334,1,0,"0",0
"41399",144,3,"2015-06-24",6628,643,1,0,"0",0
"41442",187,3,"2015-06-24",4438,570,1,0,"0",0
"41455",200,3,"2015-06-24",7482,940,1,0,"0",0
"41462",207,3,"2015-06-24",8972,1131,1,0,"0",0
"41503",248,3,"2015-06-24",5992,897,1,0,"0",0
"41519",264,3,"2015-06-24",5076,742,1,0,"0",0
"41702",447,3,"2015-06-24",4784,593,1,0,"0",0
"41743",488,3,"2015-06-24",2895,340,1,0,"0",0
"41774",519,3,"2015-06-24",3288,392,1,0,"0",0
"41864",609,3,"2015-06-24",4452,495,1,0,"0",0
"41866",611,3,"2015-06-24",5217,454,1,0,"0",0
"41894",639,3,"2015-06-24",4348,458,1,0,"0",0
"42038",783,3,"2015-06-24",4663,529,1,0,"0",0
"42094",839,3,"2015-06-24",3358,500,1,0,"0",0
"42179",924,3,"2015-06-24",4191,409,1,0,"0",0
"42194",939,3,"2015-06-24",4382,442,1,0,"0",0
"42303",1048,3,"2015-06-24",5558,451,1,0,"0",0
"42304",1049,3,"2015-06-24",3184,551,1,0,"0",0
"42329",1074,3,"2015-06-24",3143,351,1,0,"0",0
"42453",83,2,"2015-06-23",3469,314,1,0,"0",0
"42514",144,2,"2015-06-23",6891,676,1,0,"0",0
"42557",187,2,"2015-06-23",5324,730,1,0,"0",0
"42570",200,2,"2015-06-23",7080,856,1,0,"0",0
"42577",207,2,"2015-06-23",8943,1118,1,0,"0",0
"42618",248,2,"2015-06-23",6874,933,1,0,"0",0
"42634",264,2,"2015-06-23",4558,697,1,0,"0",0
"42817",447,2,"2015-06-23",4690,581,1,0,"0",0
"42858",488,2,"2015-06-23",2659,340,1,0,"0",0
"42889",519,2,"2015-06-23",3568,393,1,0,"0",0
"42979",609,2,"2015-06-23",4030,441,1,0,"0",0
"42981",611,2,"2015-06-23",5861,481,1,0,"0",0
"43009",639,2,"2015-06-23",3678,417,1,0,"0",0
"43153",783,2,"2015-06-23",5440,558,1,0,"0",0
"43209",839,2,"2015-06-23",2580,401,1,0,"0",0
"43294",924,2,"2015-06-23",4225,419,1,0,"0",0
"43309",939,2,"2015-06-23",4087,426,1,0,"0",0
"43418",1048,2,"2015-06-23",5359,438,1,0,"0",0
"43419",1049,2,"2015-06-23",3548,608,1,0,"0",0
"43444",1074,2,"2015-06-23",3241,400,1,0,"0",0
"43568",83,1,"2015-06-22",3485,322,1,0,"0",0
"43629",144,1,"2015-06-22",6281,660,1,0,"0",0
"43672",187,1,"2015-06-22",5378,717,1,0,"0",0
"43685",200,1,"2015-06-22",6866,856,1,0,"0",0
"43692",207,1,"2015-06-22",8995,1177,1,0,"0",0
"43733",248,1,"2015-06-22",6734,950,1,0,"0",0
"43749",264,1,"2015-06-22",5445,797,1,0,"0",0
"43932",447,1,"2015-06-22",4922,612,1,0,"0",0
"43973",488,1,"2015-06-22",3364,382,1,0,"0",0
"44004",519,1,"2015-06-22",4169,457,1,0,"0",0
"44094",609,1,"2015-06-22",4981,556,1,0,"0",0
"44096",611,1,"2015-06-22",6076,492,1,0,"0",0
"44124",639,1,"2015-06-22",3188,362,1,0,"0",0
"44268",783,1,"2015-06-22",6140,668,1,0,"0",0
"44324",839,1,"2015-06-22",3073,461,1,0,"0",0
"44409",924,1,"2015-06-22",4249,410,1,0,"0",0
"44424",939,1,"2015-06-22",4957,488,1,0,"0",0
"44533",1048,1,"2015-06-22",5821,509,1,0,"0",0
"44534",1049,1,"2015-06-22",3116,540,1,0,"0",0
"44559",1074,1,"2015-06-22",4457,442,1,0,"0",0
"44683",83,7,"2015-06-21",0,0,0,0,"0",0
"44744",144,7,"2015-06-21",0,0,0,0,"0",0
"44787",187,7,"2015-06-21",0,0,0,0,"0",0
"44800",200,7,"2015-06-21",0,0,0,0,"0",0
"44807",207,7,"2015-06-21",0,0,0,0,"0",0
"44848",248,7,"2015-06-21",0,0,0,0,"0",0
"44864",264,7,"2015-06-21",0,0,0,0,"0",0
"45047",447,7,"2015-06-21",0,0,0,0,"0",0
"45088",488,7,"2015-06-21",0,0,0,0,"0",0
"45119",519,7,"2015-06-21",0,0,0,0,"0",0
"45209",609,7,"2015-06-21",0,0,0,0,"0",0
"45211",611,7,"2015-06-21",0,0,0,0,"0",0
"45239",639,7,"2015-06-21",0,0,0,0,"0",0
"45383",783,7,"2015-06-21",0,0,0,0,"0",0
"45439",839,7,"2015-06-21",0,0,0,0,"0",0
"45524",924,7,"2015-06-21",0,0,0,0,"0",0
"45539",939,7,"2015-06-21",0,0,0,0,"0",0
"45648",1048,7,"2015-06-21",0,0,0,0,"0",0
"45649",1049,7,"2015-06-21",0,0,0,0,"0",0
"45674",1074,7,"2015-06-21",0,0,0,0,"0",0
"45798",83,6,"2015-06-20",2666,248,1,0,"0",0
"45859",144,6,"2015-06-20",6076,587,1,0,"0",0
"45902",187,6,"2015-06-20",3893,464,1,0,"0",0
"45915",200,6,"2015-06-20",6931,860,1,0,"0",0
"45922",207,6,"2015-06-20",7700,944,1,0,"0",0
"45963",248,6,"2015-06-20",6449,905,1,0,"0",0
"45979",264,6,"2015-06-20",4885,734,1,0,"0",0
"46162",447,6,"2015-06-20",4493,534,1,0,"0",0
"46203",488,6,"2015-06-20",3135,349,1,0,"0",0
"46234",519,6,"2015-06-20",5119,539,1,0,"0",0
"46324",609,6,"2015-06-20",2772,297,1,0,"0",0
"46326",611,6,"2015-06-20",6427,491,1,0,"0",0
"46354",639,6,"2015-06-20",2468,276,1,0,"0",0
"46498",783,6,"2015-06-20",5408,553,1,0,"0",0
"46554",839,6,"2015-06-20",1925,276,1,0,"0",0
"46639",924,6,"2015-06-20",3015,276,1,0,"0",0
"46654",939,6,"2015-06-20",6548,633,1,0,"0",0
"46763",1048,6,"2015-06-20",5691,503,1,0,"0",0
"46764",1049,6,"2015-06-20",2642,403,1,0,"0",0
"46789",1074,6,"2015-06-20",4498,492,1,0,"0",0
"46913",83,5,"2015-06-19",4294,375,1,1,"0",0
"46974",144,5,"2015-06-19",9097,821,1,1,"0",0
"47017",187,5,"2015-06-19",6876,860,1,1,"0",0
"47030",200,5,"2015-06-19",7626,921,1,1,"0",0
"47037",207,5,"2015-06-19",11341,1279,1,1,"0",0
"47078",248,5,"2015-06-19",7512,981,1,1,"0",0
"47094",264,5,"2015-06-19",6878,916,1,1,"0",0
"47277",447,5,"2015-06-19",4843,582,1,1,"0",0
"47318",488,5,"2015-06-19",4090,398,1,1,"0",0
"47349",519,5,"2015-06-19",6314,596,1,1,"0",0
"47439",609,5,"2015-06-19",5056,507,1,1,"0",0
"47441",611,5,"2015-06-19",6014,499,1,1,"0",0
"47469",639,5,"2015-06-19",4599,506,1,1,"0",0
"47613",783,5,"2015-06-19",8172,757,1,1,"0",0
"47669",839,5,"2015-06-19",4319,546,1,1,"0",0
"47754",924,5,"2015-06-19",5537,489,1,1,"0",0
"47769",939,5,"2015-06-19",6874,629,1,1,"0",0
"47878",1048,5,"2015-06-19",8019,572,1,1,"0",0
"47879",1049,5,"2015-06-19",3885,641,1,1,"0",0
"47904",1074,5,"2015-06-19",6692,639,1,1,"0",0
"48028",83,4,"2015-06-18",4724,356,1,1,"0",0
"48089",144,4,"2015-06-18",8538,803,1,1,"0",0
"48132",187,4,"2015-06-18",5690,710,1,1,"0",0
"48145",200,4,"2015-06-18",8872,1027,1,1,"0",0
"48152",207,4,"2015-06-18",11196,1278,1,1,"0",0
"48193",248,4,"2015-06-18",8025,1035,1,1,"0",0
"48209",264,4,"2015-06-18",7805,941,1,1,"0",0
"48392",447,4,"2015-06-18",4953,573,1,1,"0",0
"48433",488,4,"2015-06-18",3357,373,1,1,"0",0
"48464",519,4,"2015-06-18",5619,507,1,1,"0",0
"48554",609,4,"2015-06-18",4684,508,1,1,"0",0
"48556",611,4,"2015-06-18",4832,418,1,1,"0",0
"48584",639,4,"2015-06-18",4474,478,1,1,"0",0
"48728",783,4,"2015-06-18",7687,713,1,1,"0",0
"48784",839,4,"2015-06-18",3939,528,1,1,"0",0
"48869",924,4,"2015-06-18",4549,444,1,1,"0",0
"48884",939,4,"2015-06-18",5807,546,1,1,"0",0
"48993",1048,4,"2015-06-18",7918,550,1,1,"0",0
"48994",1049,4,"2015-06-18",3974,627,1,1,"0",0
"49019",1074,4,"2015-06-18",6175,577,1,1,"0",0
"49143",83,3,"2015-06-17",5055,381,1,1,"0",0
"49204",144,3,"2015-06-17",7967,732,1,1,"0",0
"49247",187,3,"2015-06-17",5348,661,1,1,"0",0
"49260",200,3,"2015-06-17",8170,987,1,1,"0",0
"49267",207,3,"2015-06-17",13573,1441,1,1,"0",0
"49308",248,3,"2015-06-17",8115,1039,1,1,"0",0
"49324",264,3,"2015-06-17",7730,954,1,1,"0",0
"49507",447,3,"2015-06-17",5392,601,1,1,"0",0
"49548",488,3,"2015-06-17",3485,373,1,1,"0",0
"49579",519,3,"2015-06-17",5339,525,1,1,"0",0
"49669",609,3,"2015-06-17",5213,571,1,1,"0",0
"49671",611,3,"2015-06-17",5917,480,1,1,"0",0
"49699",639,3,"2015-06-17",5145,542,1,1,"0",0
"49843",783,3,"2015-06-17",7187,687,1,1,"0",0
"49899",839,3,"2015-06-17",4425,588,1,1,"0",0
"49984",924,3,"2015-06-17",5147,473,1,1,"0",0
"49999",939,3,"2015-06-17",6372,521,1,1,"0",0
"50108",1048,3,"2015-06-17",7621,569,1,1,"0",0
"50109",1049,3,"2015-06-17",4746,715,1,1,"0",0
"50134",1074,3,"2015-06-17",5379,511,1,1,"0",0
"50258",83,2,"2015-06-16",4845,389,1,1,"0",0
"50319",144,2,"2015-06-16",8303,748,1,1,"0",0
"50362",187,2,"2015-06-16",7989,916,1,1,"0",0
"50375",200,2,"2015-06-16",9593,1105,1,1,"0",0
"50382",207,2,"2015-06-16",14575,1455,1,1,"0",0
"50423",248,2,"2015-06-16",8428,1052,1,1,"0",0
"50439",264,2,"2015-06-16",8788,1075,1,1,"0",0
"50622",447,2,"2015-06-16",5673,641,1,1,"0",0
"50663",488,2,"2015-06-16",4618,386,1,1,"0",0
"50694",519,2,"2015-06-16",5940,560,1,1,"0",0
"50784",609,2,"2015-06-16",5312,571,1,1,"0",0
"50786",611,2,"2015-06-16",7158,549,1,1,"0",0
"50814",639,2,"2015-06-16",5998,555,1,1,"0",0
"50958",783,2,"2015-06-16",7802,714,1,1,"0",0
"51014",839,2,"2015-06-16",5239,641,1,1,"0",0
"51099",924,2,"2015-06-16",6382,496,1,1,"0",0
"51114",939,2,"2015-06-16",7100,628,1,1,"0",0
"51223",1048,2,"2015-06-16",10372,652,1,1,"0",0
"51224",1049,2,"2015-06-16",5248,790,1,1,"0",0
"51249",1074,2,"2015-06-16",6622,556,1,1,"0",0
"51373",83,1,"2015-06-15",5755,442,1,1,"0",0
"51434",144,1,"2015-06-15",10987,877,1,1,"0",0
"51477",187,1,"2015-06-15",8326,877,1,1,"0",0
"51490",200,1,"2015-06-15",10508,1175,1,1,"0",0
"51497",207,1,"2015-06-15",18425,1755,1,1,"0",0
